dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E13_S1,42,0.15555935386009953,0.36947477822898805,0.35883632888667655,0.4306900864821651,0.369474778228988,0.08479349
Mouse_Brain_E13_S1,0,0.17018927216085197,0.39181393017147004,0.38188250592050477,0.45453614323888825,0.3918139301714701,0.10687181
Mouse_Brain_E13_S1,1,0.2611471128202451,0.4428791744884476,0.4337159415149232,0.5218828737941615,0.4428791744884476,0.011407098
Mouse_Brain_E13_S1,7,0.23206535772260906,0.4401622378337008,0.4309111337769928,0.5342188318369268,0.44016223783370084,0.08356063
Mouse_Brain_E13_S1,123,0.20968275688624977,0.43018047955022365,0.4207528433683366,0.5189574576659942,0.43018047955022365,0.07740254
Mouse_Brain_E13_S1,1234,0.19607849942648164,0.4123283321739813,0.4026819263528582,0.5060421940335219,0.4123283321739813,0.08507886
Mouse_Brain_E13_S1,2022,0.26213547563692335,0.4369673813221796,0.4276215774310256,0.5195478283611493,0.4369673813221796,0.015953466
Mouse_Brain_E13_S1,2023,0.22347581371412323,0.44510996169614225,0.4359989091125452,0.5452468408029869,0.4451099616961422,0.1014518
Mouse_Brain_E13_S1,2024,0.24502707108524907,0.4399328356919921,0.43070784072513263,0.5381172781341443,0.4399328356919921,0.046815813
Mouse_Brain_E13_S1,1337,0.260276458330765,0.45566340883061596,0.44674007723435344,0.5617047079816815,0.45566340883061596,0.07874776
