dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_A1,42,0.26337887419303646,0.35840700877994247,0.35430757839130667,0.40721175992858,0.35840700877994247,0.22199571
10x_human_lymph_node_A1,0,0.1948865264129965,0.3299341891239499,0.3257541245224924,0.3840235059395722,0.3299341891239499,0.21948092
10x_human_lymph_node_A1,1,0.3056647843368789,0.4019228218575199,0.39801899224822057,0.4463593264918473,0.4019228218575199,0.20658442
10x_human_lymph_node_A1,7,0.23872916520214338,0.37816441077933133,0.37426003927342516,0.4371958452089706,0.37816441077933133,0.22020644
10x_human_lymph_node_A1,123,0.29359527955311787,0.39368910925418676,0.38976541470008996,0.44154578805179695,0.3936891092541868,0.18485174
10x_human_lymph_node_A1,1234,0.22284944624982433,0.3721585817594406,0.36819795035627007,0.4282441933195479,0.3721585817594406,0.16721727
10x_human_lymph_node_A1,2022,0.21514839749088346,0.35921250612189065,0.3551931872540931,0.4158843386074167,0.35921250612189065,0.1856756
10x_human_lymph_node_A1,2023,0.26117904068140657,0.3776879794406406,0.3736612405066783,0.42286724061332676,0.3776879794406406,0.225564
10x_human_lymph_node_A1,2024,0.22420442721520834,0.3444146664894612,0.3402535938632439,0.3939245944878358,0.3444146664894612,0.2302907
10x_human_lymph_node_A1,1337,0.28730428898001925,0.4022263437728356,0.39833207629967315,0.44778759540116225,0.4022263437728357,0.21431115
