dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E18_S1,42,0.3499118426487389,0.5623425286749757,0.5542810559231759,0.6099443751864,0.5623425286749757,0.24215749
Mouse_Brain_E18_S1,0,0.3887360837196559,0.5554838412006511,0.5473702406852651,0.6089497931023111,0.5554838412006512,0.2547858
Mouse_Brain_E18_S1,1,0.36601321760213595,0.5821842380166815,0.5745772698437375,0.640482024801439,0.5821842380166815,0.22336471
Mouse_Brain_E18_S1,7,0.37796474720348106,0.5614912649609016,0.5534357479375689,0.6108305400740827,0.5614912649609015,0.26890516
Mouse_Brain_E18_S1,123,0.3789327246106454,0.5715313558360572,0.563624593108623,0.6177928477236273,0.5715313558360572,0.24542041
Mouse_Brain_E18_S1,1234,0.4263312970695302,0.6044132907626754,0.5971419613941,0.6552734357517723,0.6044132907626755,0.23974264
Mouse_Brain_E18_S1,2022,0.3772631947205013,0.5606292166185578,0.552568874105117,0.611085239783739,0.5606292166185578,0.22704491
Mouse_Brain_E18_S1,2023,0.3953457703262728,0.5888966434840404,0.5813574144005089,0.6404619806512472,0.5888966434840404,0.21707603
Mouse_Brain_E18_S1,2024,0.32759294521843363,0.5590411644304702,0.5509762586430255,0.6087885678899712,0.5590411644304702,0.20469992
Mouse_Brain_E18_S1,1337,0.34032083557178733,0.5412017207211733,0.5328042094894875,0.5904973086507196,0.5412017207211732,0.214151
